GPU available: True
Carga datasets
	Tiny Shakespeare
	Wikitext-2
Longitud corpus train: 10039821 caracteres
Longitud corpus valid: 1053455 caracteres
Longitud corpus test: 1186126 caracteres
Número total de tokens: 2524860
Número total de tokens: 266679
Preparando DataLoader
Se invoca el modelo
TRAIN
Iteracciones: 39449
  [Batch 36900] Loss: 6.0416
  [Batch 37000] Loss: 6.1214
  [Batch 37100] Loss: 6.0796
  [Batch 37200] Loss: 6.0083
  [Batch 37300] Loss: 6.0441
  [Batch 37400] Loss: 6.0296
  [Batch 37500] Loss: 6.0388
  [Batch 37600] Loss: 6.0475
  [Batch 37700] Loss: 6.0585
  [Batch 37800] Loss: 6.0483
  [Batch 37900] Loss: 6.0879
  [Batch 38000] Loss: 6.1005
  [Batch 38100] Loss: 6.1179
  [Batch 38200] Loss: 6.0731
  [Batch 38300] Loss: 6.0798
  [Batch 38400] Loss: 6.0353
  [Batch 38500] Loss: 6.0888
  [Batch 38600] Loss: 6.1214
  [Batch 38700] Loss: 6.0611
  [Batch 38800] Loss: 6.0421
  [Batch 38900] Loss: 6.0897
  [Batch 39000] Loss: 6.0814
  [Batch 39100] Loss: 6.0851
  [Batch 39200] Loss: 6.0328
  [Batch 39300] Loss: 6.0586
  [Batch 39400] Loss: 6.0408
[Epoch 9] Train Loss: 6.1461 | Train PPL: 466.89 | Val PPL: 458.19
Iteracciones: 39449
  [Batch 100] Loss: 6.0525
  [Batch 200] Loss: 6.0300
  [Batch 300] Loss: 6.1552
  [Batch 400] Loss: 6.0353
  [Batch 500] Loss: 6.1142
  [Batch 600] Loss: 6.0593
  [Batch 700] Loss: 6.1157
  [Batch 800] Loss: 6.0869
  [Batch 900] Loss: 6.0864
  [Batch 1000] Loss: 6.0790
  [Batch 1100] Loss: 6.0613
  [Batch 1200] Loss: 5.9784
  [Batch 1300] Loss: 6.0742
  [Batch 1400] Loss: 6.0806
  [Batch 1500] Loss: 6.0314
  [Batch 1600] Loss: 6.0402
  [Batch 1700] Loss: 6.0943
  [Batch 1800] Loss: 6.0838
  [Batch 1900] Loss: 6.0487
  [Batch 2000] Loss: 6.0773
  [Batch 2100] Loss: 6.0337
  [Batch 2200] Loss: 6.0968
  [Batch 2300] Loss: 6.0478
  [Batch 2400] Loss: 6.0657
  [Batch 2500] Loss: 6.0832
  [Batch 2600] Loss: 6.0686
  [Batch 2700] Loss: 6.0272
  [Batch 2800] Loss: 6.0435
  [Batch 2900] Loss: 6.0593
  [Batch 3000] Loss: 6.0312
  [Batch 3100] Loss: 6.1144
  [Batch 3200] Loss: 6.0671
  [Batch 3300] Loss: 6.0689
  [Batch 3400] Loss: 6.0711
  [Batch 3500] Loss: 6.0176
  [Batch 3600] Loss: 6.0899
  [Batch 3700] Loss: 6.1084
  [Batch 3800] Loss: 6.0092
  [Batch 3900] Loss: 6.0103
  [Batch 4000] Loss: 6.1102
  [Batch 4100] Loss: 6.0360
  [Batch 4200] Loss: 6.0664
  [Batch 4300] Loss: 6.0400
  [Batch 4400] Loss: 6.0180
  [Batch 4500] Loss: 6.0528
  [Batch 4600] Loss: 6.0457
  [Batch 4700] Loss: 6.0373
  [Batch 4800] Loss: 6.0721
  [Batch 4900] Loss: 6.0611
  [Batch 5000] Loss: 6.0091
  [Batch 5100] Loss: 6.0442
  [Batch 5200] Loss: 6.0936
  [Batch 5300] Loss: 6.0262
  [Batch 5400] Loss: 5.9981
  [Batch 5500] Loss: 6.0025
  [Batch 5600] Loss: 6.0728
  [Batch 5700] Loss: 6.0640
  [Batch 5800] Loss: 6.0754
  [Batch 5900] Loss: 6.0145
  [Batch 6000] Loss: 6.0576
  [Batch 6100] Loss: 6.0096
  [Batch 6200] Loss: 6.0611
  [Batch 6300] Loss: 6.0551
  [Batch 6400] Loss: 6.0206
  [Batch 6500] Loss: 6.1018
  [Batch 6600] Loss: 6.0165
  [Batch 6700] Loss: 6.0927
  [Batch 6800] Loss: 5.9961
  [Batch 6900] Loss: 6.0128
  [Batch 7000] Loss: 6.0172
  [Batch 7100] Loss: 5.9966
  [Batch 7200] Loss: 6.0465
  [Batch 7300] Loss: 6.0360
  [Batch 7400] Loss: 6.0746
  [Batch 7500] Loss: 5.9779
  [Batch 7600] Loss: 6.0129
  [Batch 7700] Loss: 6.0307
  [Batch 7800] Loss: 6.0337
  [Batch 7900] Loss: 6.0263
  [Batch 8000] Loss: 5.9873
  [Batch 8100] Loss: 6.0045
  [Batch 8200] Loss: 6.0286
  [Batch 8300] Loss: 6.0226
  [Batch 8400] Loss: 6.0428
  [Batch 8500] Loss: 6.0478
  [Batch 8600] Loss: 6.0339
  [Batch 8700] Loss: 6.0313
  [Batch 8800] Loss: 6.0154
  [Batch 8900] Loss: 5.9771
  [Batch 9000] Loss: 6.0388
  [Batch 9100] Loss: 6.0391
  [Batch 9200] Loss: 5.9811
  [Batch 9300] Loss: 5.9978
  [Batch 9400] Loss: 6.0526
  [Batch 9500] Loss: 6.0041
  [Batch 9600] Loss: 6.0152
  [Batch 9700] Loss: 6.0052
  [Batch 9800] Loss: 6.0246
  [Batch 9900] Loss: 6.0266
  [Batch 10000] Loss: 6.0137
  [Batch 10100] Loss: 6.0151
  [Batch 10200] Loss: 5.9938
  [Batch 10300] Loss: 5.9831
  [Batch 10400] Loss: 5.9799
  [Batch 10500] Loss: 6.0302
  [Batch 10600] Loss: 6.0421
  [Batch 10700] Loss: 6.0549
  [Batch 10800] Loss: 5.9848
  [Batch 10900] Loss: 6.0581
  [Batch 11000] Loss: 6.0480
  [Batch 11100] Loss: 6.0425
  [Batch 11200] Loss: 6.0148
  [Batch 11300] Loss: 5.9702
  [Batch 11400] Loss: 6.0731
  [Batch 11500] Loss: 5.9949
  [Batch 11600] Loss: 6.0581
  [Batch 11700] Loss: 6.0094
  [Batch 11800] Loss: 6.0192
  [Batch 11900] Loss: 6.0263
  [Batch 12000] Loss: 6.0677
  [Batch 12100] Loss: 5.9964
  [Batch 12200] Loss: 5.9374
  [Batch 12300] Loss: 5.9470
  [Batch 12400] Loss: 5.9879
  [Batch 12500] Loss: 6.0517
  [Batch 12600] Loss: 6.0348
  [Batch 12700] Loss: 5.9558
  [Batch 12800] Loss: 6.0741
  [Batch 12900] Loss: 5.9426
  [Batch 13000] Loss: 5.9988
  [Batch 13100] Loss: 5.9944
  [Batch 13200] Loss: 5.9760
  [Batch 13300] Loss: 6.0524
  [Batch 13400] Loss: 6.0276
  [Batch 13500] Loss: 6.0666
  [Batch 13600] Loss: 5.9967
  [Batch 13700] Loss: 6.0042
  [Batch 13800] Loss: 6.0327
  [Batch 13900] Loss: 5.9678
  [Batch 14000] Loss: 6.0428
  [Batch 14100] Loss: 5.9920
  [Batch 14200] Loss: 6.0687
  [Batch 14300] Loss: 6.0468
  [Batch 14400] Loss: 6.0012
  [Batch 14500] Loss: 6.0299
  [Batch 14600] Loss: 6.1053
  [Batch 14700] Loss: 6.0400
  [Batch 14800] Loss: 5.9731
  [Batch 14900] Loss: 5.9452
  [Batch 15000] Loss: 6.0245
  [Batch 15100] Loss: 5.9319
  [Batch 15200] Loss: 6.0412
  [Batch 15300] Loss: 6.0183
  [Batch 15400] Loss: 6.0219
  [Batch 15500] Loss: 5.9990
  [Batch 15600] Loss: 5.9789
  [Batch 15700] Loss: 6.0228
  [Batch 15800] Loss: 5.9501
  [Batch 15900] Loss: 6.0735
  [Batch 16000] Loss: 6.0180
  [Batch 16100] Loss: 6.0332
  [Batch 16200] Loss: 6.0677
  [Batch 16300] Loss: 6.0320
  [Batch 16400] Loss: 5.9493
  [Batch 16500] Loss: 6.0393
  [Batch 16600] Loss: 6.0318
  [Batch 16700] Loss: 5.9660
  [Batch 16800] Loss: 6.0128
  [Batch 16900] Loss: 6.0216
  [Batch 17000] Loss: 5.9963
  [Batch 17100] Loss: 5.9957
  [Batch 17200] Loss: 6.0423
  [Batch 17300] Loss: 5.9623
  [Batch 17400] Loss: 6.0368
  [Batch 17500] Loss: 5.9975
  [Batch 17600] Loss: 6.0434
  [Batch 17700] Loss: 5.9732
  [Batch 17800] Loss: 5.9167
  [Batch 17900] Loss: 5.9526
  [Batch 18000] Loss: 5.9946
  [Batch 18100] Loss: 5.9870
  [Batch 18200] Loss: 5.9850
  [Batch 18300] Loss: 6.0013
  [Batch 18400] Loss: 6.0172
  [Batch 18500] Loss: 6.0090
  [Batch 18600] Loss: 6.0087
  [Batch 18700] Loss: 6.0644
  [Batch 18800] Loss: 5.9795
  [Batch 18900] Loss: 6.0136
  [Batch 19000] Loss: 5.9614
  [Batch 19100] Loss: 6.0172
  [Batch 19200] Loss: 5.9357
  [Batch 19300] Loss: 5.9831
  [Batch 19400] Loss: 5.9682
  [Batch 19500] Loss: 5.9942
  [Batch 19600] Loss: 6.0506
  [Batch 19700] Loss: 5.9419
  [Batch 19800] Loss: 6.0189
  [Batch 19900] Loss: 6.0091
  [Batch 20000] Loss: 6.0190
  [Batch 20100] Loss: 6.0169
  [Batch 20200] Loss: 6.0013
  [Batch 20300] Loss: 5.9887
  [Batch 20400] Loss: 5.9786
  [Batch 20500] Loss: 6.0015
  [Batch 20600] Loss: 5.9453
  [Batch 20700] Loss: 6.0211
  [Batch 20800] Loss: 6.0413
  [Batch 20900] Loss: 5.9595
  [Batch 21000] Loss: 5.9374
  [Batch 21100] Loss: 5.9887
  [Batch 21200] Loss: 6.0588
  [Batch 21300] Loss: 5.9429
  [Batch 21400] Loss: 6.0295
  [Batch 21500] Loss: 6.0339
  [Batch 21600] Loss: 5.9874
  [Batch 21700] Loss: 5.9583
  [Batch 21800] Loss: 5.9751
  [Batch 21900] Loss: 5.9509
  [Batch 22000] Loss: 6.0141
  [Batch 22100] Loss: 5.9561
  [Batch 22200] Loss: 5.9839
  [Batch 22300] Loss: 5.9161
  [Batch 22400] Loss: 5.9026
  [Batch 22500] Loss: 5.9266
  [Batch 22600] Loss: 5.9554
  [Batch 22700] Loss: 5.9410
  [Batch 22800] Loss: 5.9666
  [Batch 22900] Loss: 6.0316
  [Batch 23000] Loss: 5.9723
  [Batch 23100] Loss: 5.9587
  [Batch 23200] Loss: 5.9956
  [Batch 23300] Loss: 5.9835
  [Batch 23400] Loss: 6.0458
  [Batch 23500] Loss: 5.9042
  [Batch 23600] Loss: 5.9154
  [Batch 23700] Loss: 5.9686
  [Batch 23800] Loss: 6.0021
  [Batch 23900] Loss: 5.9347
  [Batch 24000] Loss: 6.0158
  [Batch 24100] Loss: 5.8982
  [Batch 24200] Loss: 5.9858
  [Batch 24300] Loss: 5.9855
  [Batch 24400] Loss: 5.9547
  [Batch 24500] Loss: 5.9737
  [Batch 24600] Loss: 5.9452
  [Batch 24700] Loss: 5.9198
  [Batch 24800] Loss: 6.0025
  [Batch 24900] Loss: 5.9813
  [Batch 25000] Loss: 5.9680
  [Batch 25100] Loss: 6.0048
  [Batch 25200] Loss: 6.0218
  [Batch 25300] Loss: 5.9662
  [Batch 25400] Loss: 6.0276
  [Batch 25500] Loss: 5.9995
  [Batch 25600] Loss: 5.9688
  [Batch 25700] Loss: 5.9994
  [Batch 25800] Loss: 5.9260
  [Batch 25900] Loss: 5.9712
  [Batch 26000] Loss: 6.0289
  [Batch 26100] Loss: 5.9615
  [Batch 26200] Loss: 6.0067
  [Batch 26300] Loss: 5.9314
  [Batch 26400] Loss: 5.9300
  [Batch 26500] Loss: 6.0027
  [Batch 26600] Loss: 6.0246
  [Batch 26700] Loss: 5.9509
  [Batch 26800] Loss: 5.9078
  [Batch 26900] Loss: 5.9749
  [Batch 27000] Loss: 5.9217
  [Batch 27100] Loss: 5.9324
  [Batch 27200] Loss: 5.9350
  [Batch 27300] Loss: 5.9515
  [Batch 27400] Loss: 5.9447
  [Batch 27500] Loss: 5.9476
  [Batch 27600] Loss: 5.9483
  [Batch 27700] Loss: 5.9992
  [Batch 27800] Loss: 5.9741
  [Batch 27900] Loss: 5.9460
  [Batch 28000] Loss: 5.9451
  [Batch 28100] Loss: 5.9893
  [Batch 28200] Loss: 5.9066
  [Batch 28300] Loss: 5.9491
  [Batch 28400] Loss: 5.9526
  [Batch 28500] Loss: 5.9485
  [Batch 28600] Loss: 5.9645
  [Batch 28700] Loss: 5.9085
  [Batch 28800] Loss: 5.9206
  [Batch 28900] Loss: 5.9554
  [Batch 29000] Loss: 5.9202
  [Batch 29100] Loss: 5.9722
  [Batch 29200] Loss: 5.9424
  [Batch 29300] Loss: 5.9596
  [Batch 29400] Loss: 5.9560
  [Batch 29500] Loss: 5.8983
  [Batch 29600] Loss: 5.9347
  [Batch 29700] Loss: 5.9308
  [Batch 29800] Loss: 5.9301
  [Batch 29900] Loss: 5.9352
  [Batch 30000] Loss: 6.0147
  [Batch 30100] Loss: 5.9711
  [Batch 30200] Loss: 5.9430
  [Batch 30300] Loss: 5.9375
  [Batch 30400] Loss: 5.9632
  [Batch 30500] Loss: 5.8570
  [Batch 30600] Loss: 5.9346
  [Batch 30700] Loss: 5.9396
  [Batch 30800] Loss: 5.9979
  [Batch 30900] Loss: 5.9269
  [Batch 31000] Loss: 5.9653
  [Batch 31100] Loss: 5.9482
  [Batch 31200] Loss: 6.0188
  [Batch 31300] Loss: 6.0084
  [Batch 31400] Loss: 5.9110
  [Batch 31500] Loss: 5.8802
  [Batch 31600] Loss: 5.8694
  [Batch 31700] Loss: 5.9791
  [Batch 31800] Loss: 5.9517
  [Batch 31900] Loss: 5.8785
  [Batch 32000] Loss: 5.9977
  [Batch 32100] Loss: 5.9079
  [Batch 32200] Loss: 6.0035
  [Batch 32300] Loss: 5.9025
  [Batch 32400] Loss: 5.9580
  [Batch 32500] Loss: 5.9420
  [Batch 32600] Loss: 5.9174
  [Batch 32700] Loss: 5.9095
  [Batch 32800] Loss: 5.8895
  [Batch 32900] Loss: 5.9288
  [Batch 33000] Loss: 5.9632
  [Batch 33100] Loss: 5.9845
  [Batch 33200] Loss: 5.9469
  [Batch 33300] Loss: 5.9737
  [Batch 33400] Loss: 5.8931
  [Batch 33500] Loss: 5.9414
  [Batch 33600] Loss: 5.9290
  [Batch 33700] Loss: 5.9130
  [Batch 33800] Loss: 5.9101
  [Batch 33900] Loss: 5.9154
  [Batch 34000] Loss: 5.9156
  [Batch 34100] Loss: 5.9124
  [Batch 34200] Loss: 5.9137
  [Batch 34300] Loss: 5.9244
  [Batch 34400] Loss: 5.9194
  [Batch 34500] Loss: 5.8690
  [Batch 34600] Loss: 5.9182
  [Batch 34700] Loss: 5.9809
  [Batch 34800] Loss: 5.9289
  [Batch 34900] Loss: 5.9764
  [Batch 35000] Loss: 5.8400
  [Batch 35100] Loss: 5.9340
  [Batch 35200] Loss: 5.9103
  [Batch 35300] Loss: 5.9181
  [Batch 35400] Loss: 5.9244
  [Batch 35500] Loss: 5.8435
  [Batch 35600] Loss: 5.9146
  [Batch 35700] Loss: 5.9166
  [Batch 35800] Loss: 5.9099
  [Batch 35900] Loss: 5.9985
  [Batch 36000] Loss: 5.8825
  [Batch 36100] Loss: 5.8946
  [Batch 36200] Loss: 5.9744
  [Batch 36300] Loss: 5.9158
  [Batch 36400] Loss: 5.9409
  [Batch 36500] Loss: 5.9827
  [Batch 36600] Loss: 5.8995
  [Batch 36700] Loss: 5.8637
  [Batch 36800] Loss: 5.8644
  [Batch 36900] Loss: 5.9246
  [Batch 37000] Loss: 5.9523
  [Batch 37100] Loss: 5.9109
  [Batch 37200] Loss: 5.9340
  [Batch 37300] Loss: 5.9390
  [Batch 37400] Loss: 5.8640
  [Batch 37500] Loss: 5.9014
  [Batch 37600] Loss: 5.9613
  [Batch 37700] Loss: 5.9635
  [Batch 37800] Loss: 5.9590
  [Batch 37900] Loss: 5.8781
  [Batch 38000] Loss: 5.9147
  [Batch 38100] Loss: 5.9315
  [Batch 38200] Loss: 5.9415
  [Batch 38300] Loss: 5.9006
  [Batch 38400] Loss: 5.9429
  [Batch 38500] Loss: 5.9083
  [Batch 38600] Loss: 5.9069
  [Batch 38700] Loss: 5.8941
  [Batch 38800] Loss: 5.9101
  [Batch 38900] Loss: 5.8842
  [Batch 39000] Loss: 5.9602
  [Batch 39100] Loss: 5.9139
  [Batch 39200] Loss: 5.8399
  [Batch 39300] Loss: 5.9010
  [Batch 39400] Loss: 5.9538
[Epoch 10] Train Loss: 5.9913 | Train PPL: 399.92 | Val PPL: 406.20
Iteracciones: 39449
  [Batch 100] Loss: 5.8994
  [Batch 200] Loss: 5.9289
  [Batch 300] Loss: 5.9024
  [Batch 400] Loss: 5.9184
  [Batch 500] Loss: 5.9656
  [Batch 600] Loss: 5.9716
  [Batch 700] Loss: 5.9765
  [Batch 800] Loss: 5.7987
  [Batch 900] Loss: 5.9503
  [Batch 1000] Loss: 5.8519
  [Batch 1100] Loss: 5.9021
  [Batch 1200] Loss: 5.9058
  [Batch 1300] Loss: 5.9566
  [Batch 1400] Loss: 5.8579
  [Batch 1500] Loss: 5.8946
  [Batch 1600] Loss: 5.9179
  [Batch 1700] Loss: 5.8861
  [Batch 1800] Loss: 5.9181
  [Batch 1900] Loss: 5.8944
  [Batch 2000] Loss: 5.9075
  [Batch 2100] Loss: 5.8903
  [Batch 2200] Loss: 5.9849
  [Batch 2300] Loss: 5.8716
  [Batch 2400] Loss: 5.8832
  [Batch 2500] Loss: 5.8848
  [Batch 2600] Loss: 5.9498
  [Batch 2700] Loss: 5.8783
  [Batch 2800] Loss: 5.9458
  [Batch 2900] Loss: 5.8518
  [Batch 3000] Loss: 5.9034
  [Batch 3100] Loss: 5.9087
  [Batch 3200] Loss: 5.9561
  [Batch 3300] Loss: 5.8400
  [Batch 3400] Loss: 5.8345
  [Batch 3500] Loss: 5.9446
  [Batch 3600] Loss: 5.8816
  [Batch 3700] Loss: 5.8718
  [Batch 3800] Loss: 5.8725
  [Batch 3900] Loss: 5.9216
  [Batch 4000] Loss: 5.8952
  [Batch 4100] Loss: 5.9368
  [Batch 4200] Loss: 5.9464
  [Batch 4300] Loss: 5.9285
  [Batch 4400] Loss: 5.9077
  [Batch 4500] Loss: 5.8876
  [Batch 4600] Loss: 5.8968
  [Batch 4700] Loss: 5.8767
  [Batch 4800] Loss: 5.9081
  [Batch 4900] Loss: 5.8663
  [Batch 5000] Loss: 5.8808
  [Batch 5100] Loss: 5.8058
  [Batch 5200] Loss: 5.8738
  [Batch 5300] Loss: 5.9338
  [Batch 5400] Loss: 5.8850
  [Batch 5500] Loss: 5.8984
  [Batch 5600] Loss: 5.8905
  [Batch 5700] Loss: 5.9240
  [Batch 5800] Loss: 5.8716
  [Batch 5900] Loss: 5.8999
  [Batch 6000] Loss: 5.8483
  [Batch 6100] Loss: 5.9075
  [Batch 6200] Loss: 5.9047
  [Batch 6300] Loss: 5.8892
  [Batch 6400] Loss: 5.9160
  [Batch 6500] Loss: 5.9050
  [Batch 6600] Loss: 5.9155
  [Batch 6700] Loss: 5.8131
  [Batch 6800] Loss: 5.8859
  [Batch 6900] Loss: 5.8732
  [Batch 7000] Loss: 5.9169
  [Batch 7100] Loss: 5.9184
  [Batch 7200] Loss: 5.8873
  [Batch 7300] Loss: 5.8552
  [Batch 7400] Loss: 5.8835
  [Batch 7500] Loss: 5.9265
  [Batch 7600] Loss: 5.9369
  [Batch 7700] Loss: 5.9363
  [Batch 7800] Loss: 5.8650
  [Batch 7900] Loss: 5.8622
  [Batch 8000] Loss: 5.8330
  [Batch 8100] Loss: 5.9275
  [Batch 8200] Loss: 5.9141
  [Batch 8300] Loss: 5.8171
  [Batch 8400] Loss: 5.8951
  [Batch 8500] Loss: 5.8932
  [Batch 8600] Loss: 5.8932
  [Batch 8700] Loss: 5.9334
  [Batch 8800] Loss: 5.9419
  [Batch 8900] Loss: 5.8658
  [Batch 9000] Loss: 5.9117
  [Batch 9100] Loss: 5.8604
  [Batch 9200] Loss: 5.8728
  [Batch 9300] Loss: 5.9234
  [Batch 9400] Loss: 5.8846
  [Batch 9500] Loss: 5.8253
  [Batch 9600] Loss: 5.8804
  [Batch 9700] Loss: 5.9066
  [Batch 9800] Loss: 5.9408
  [Batch 9900] Loss: 5.8733
  [Batch 10000] Loss: 5.9006
  [Batch 10100] Loss: 5.8737
  [Batch 10200] Loss: 5.8507
  [Batch 10300] Loss: 5.8621
  [Batch 10400] Loss: 5.8264
  [Batch 10500] Loss: 5.8911
  [Batch 10600] Loss: 5.8451
  [Batch 10700] Loss: 5.8353
  [Batch 10800] Loss: 5.8726
  [Batch 10900] Loss: 5.9220
  [Batch 11000] Loss: 5.8607
  [Batch 11100] Loss: 5.8519
  [Batch 11200] Loss: 5.8443
  [Batch 11300] Loss: 5.8221
  [Batch 11400] Loss: 5.8809
  [Batch 11500] Loss: 5.9239
  [Batch 11600] Loss: 5.8350
  [Batch 11700] Loss: 5.8918
  [Batch 11800] Loss: 5.9604
  [Batch 11900] Loss: 5.8546
  [Batch 12000] Loss: 5.9031
  [Batch 12100] Loss: 5.8678
  [Batch 12200] Loss: 5.8631
  [Batch 12300] Loss: 5.9025
  [Batch 12400] Loss: 5.8305
  [Batch 12500] Loss: 5.9054
  [Batch 12600] Loss: 5.8096
  [Batch 12700] Loss: 5.9106
  [Batch 12800] Loss: 5.8642
  [Batch 12900] Loss: 5.8642
  [Batch 13000] Loss: 5.8770
  [Batch 13100] Loss: 5.8886
  [Batch 13200] Loss: 5.8147
  [Batch 13300] Loss: 5.8290
  [Batch 13400] Loss: 5.9629
  [Batch 13500] Loss: 5.9000
  [Batch 13600] Loss: 5.8347
  [Batch 13700] Loss: 5.8395
  [Batch 13800] Loss: 5.9164
  [Batch 13900] Loss: 5.8371
  [Batch 14000] Loss: 5.8162
  [Batch 14100] Loss: 5.8439
  [Batch 14200] Loss: 5.8523
  [Batch 14300] Loss: 5.8708
  [Batch 14400] Loss: 5.8858
  [Batch 14500] Loss: 5.8740
  [Batch 14600] Loss: 5.8733
  [Batch 14700] Loss: 5.8688
  [Batch 14800] Loss: 5.8981
  [Batch 14900] Loss: 5.8588
  [Batch 15000] Loss: 5.8712
  [Batch 15100] Loss: 5.8999
  [Batch 15200] Loss: 5.8514
  [Batch 15300] Loss: 5.9113
  [Batch 15400] Loss: 5.8354
  [Batch 15500] Loss: 5.9065
  [Batch 15600] Loss: 5.8329
  [Batch 15700] Loss: 5.8516
  [Batch 15800] Loss: 5.8622
  [Batch 15900] Loss: 5.8267
  [Batch 16000] Loss: 5.8914
  [Batch 16100] Loss: 5.8489
  [Batch 16200] Loss: 5.8580
  [Batch 16300] Loss: 5.8984
  [Batch 16400] Loss: 5.9052
  [Batch 16500] Loss: 5.9229
  [Batch 16600] Loss: 5.8828
  [Batch 16700] Loss: 5.8769
  [Batch 16800] Loss: 5.8353
  [Batch 16900] Loss: 5.9038
  [Batch 17000] Loss: 5.8636
  [Batch 17100] Loss: 5.9038
  [Batch 17200] Loss: 5.8721
  [Batch 17300] Loss: 5.8416
  [Batch 17400] Loss: 5.8645
  [Batch 17500] Loss: 5.8977
  [Batch 17600] Loss: 5.8715
  [Batch 17700] Loss: 5.8474
  [Batch 17800] Loss: 5.9049
  [Batch 17900] Loss: 5.7910
  [Batch 18000] Loss: 5.8521
  [Batch 18100] Loss: 5.7992
  [Batch 18200] Loss: 5.8678
  [Batch 18300] Loss: 5.9193
  [Batch 18400] Loss: 5.8282
  [Batch 18500] Loss: 5.8329
  [Batch 18600] Loss: 5.8238
  [Batch 18700] Loss: 5.8488
  [Batch 18800] Loss: 5.8407
  [Batch 18900] Loss: 5.8965
  [Batch 19000] Loss: 5.8571
  [Batch 19100] Loss: 5.8411
  [Batch 19200] Loss: 5.8861
  [Batch 19300] Loss: 5.8306
  [Batch 19400] Loss: 5.7927
  [Batch 19500] Loss: 5.8478
  [Batch 19600] Loss: 5.8925
  [Batch 19700] Loss: 5.9163
  [Batch 19800] Loss: 5.8395
  [Batch 19900] Loss: 5.8741
  [Batch 20000] Loss: 5.7929
  [Batch 20100] Loss: 5.8006
  [Batch 20200] Loss: 5.7924
  [Batch 20300] Loss: 5.8491
  [Batch 20400] Loss: 5.8294
  [Batch 20500] Loss: 5.8160
  [Batch 20600] Loss: 5.8280
  [Batch 20700] Loss: 5.8278
  [Batch 20800] Loss: 5.8780
  [Batch 20900] Loss: 5.8674
  [Batch 21000] Loss: 5.8868
  [Batch 21100] Loss: 5.8230
  [Batch 21200] Loss: 5.7806
  [Batch 21300] Loss: 5.8733
  [Batch 21400] Loss: 5.7753
  [Batch 21500] Loss: 5.8096
  [Batch 21600] Loss: 5.9379
  [Batch 21700] Loss: 5.8624
  [Batch 21800] Loss: 5.8579
  [Batch 21900] Loss: 5.8179
  [Batch 22000] Loss: 5.8880
  [Batch 22100] Loss: 5.8388
  [Batch 22200] Loss: 5.8305
  [Batch 22300] Loss: 5.8845
  [Batch 22400] Loss: 5.7770
  [Batch 22500] Loss: 5.8078
  [Batch 22600] Loss: 5.8095
  [Batch 22700] Loss: 5.8360
  [Batch 22800] Loss: 5.8277
  [Batch 22900] Loss: 5.8462
  [Batch 23000] Loss: 5.8510
  [Batch 23100] Loss: 5.8382
  [Batch 23200] Loss: 5.8776
  [Batch 23300] Loss: 5.8214
  [Batch 23400] Loss: 5.8274
  [Batch 23500] Loss: 5.8512
  [Batch 23600] Loss: 5.8521
  [Batch 23700] Loss: 5.7912
  [Batch 23800] Loss: 5.8815
  [Batch 23900] Loss: 5.7661
  [Batch 24000] Loss: 5.7677
  [Batch 24100] Loss: 5.8755
  [Batch 24200] Loss: 5.8223
  [Batch 24300] Loss: 5.8250
  [Batch 24400] Loss: 5.8673
  [Batch 24500] Loss: 5.8680
  [Batch 24600] Loss: 5.8238
  [Batch 24700] Loss: 5.9222
  [Batch 24800] Loss: 5.8354
  [Batch 24900] Loss: 5.8500
  [Batch 25000] Loss: 5.8236
  [Batch 25100] Loss: 5.8394
  [Batch 25200] Loss: 5.8072
  [Batch 25300] Loss: 5.9052
  [Batch 25400] Loss: 5.8341
  [Batch 25500] Loss: 5.8468
  [Batch 25600] Loss: 5.7836
  [Batch 25700] Loss: 5.7773
  [Batch 25800] Loss: 5.8420
  [Batch 25900] Loss: 5.8443
  [Batch 26000] Loss: 5.8162
  [Batch 26100] Loss: 5.8064
  [Batch 26200] Loss: 5.7733
  [Batch 26300] Loss: 5.8235
  [Batch 26400] Loss: 5.7777
  [Batch 26500] Loss: 5.8046
  [Batch 26600] Loss: 5.8371
  [Batch 26700] Loss: 5.8473
  [Batch 26800] Loss: 5.7928
  [Batch 26900] Loss: 5.8068
  [Batch 27000] Loss: 5.7721
  [Batch 27100] Loss: 5.8312
  [Batch 27200] Loss: 5.7754
  [Batch 27300] Loss: 5.8638
  [Batch 27400] Loss: 5.8583
  [Batch 27500] Loss: 5.8316
  [Batch 27600] Loss: 5.8394
  [Batch 27700] Loss: 5.7789
  [Batch 27800] Loss: 5.7438
  [Batch 27900] Loss: 5.7669
  [Batch 28000] Loss: 5.7992
  [Batch 28100] Loss: 5.8142
  [Batch 28200] Loss: 5.7900
  [Batch 28300] Loss: 5.8064
  [Batch 28400] Loss: 5.8554
  [Batch 28500] Loss: 5.8110
  [Batch 28600] Loss: 5.8201
  [Batch 28700] Loss: 5.8338
  [Batch 28800] Loss: 5.8391
  [Batch 28900] Loss: 5.8052
  [Batch 29000] Loss: 5.8104
  [Batch 29100] Loss: 5.8770
  [Batch 29200] Loss: 5.8376
  [Batch 29300] Loss: 5.8257
  [Batch 29400] Loss: 5.8207
  [Batch 29500] Loss: 5.8134
  [Batch 29600] Loss: 5.8326
  [Batch 29700] Loss: 5.8360
  [Batch 29800] Loss: 5.8152
  [Batch 29900] Loss: 5.8369
  [Batch 30000] Loss: 5.8331
  [Batch 30100] Loss: 5.8420
  [Batch 30200] Loss: 5.8029
  [Batch 30300] Loss: 5.8495
