GPU available: True
Carga datasets
	Tiny Shakespeare
	Wikitext-2
Longitud corpus train: 10039821 caracteres
Longitud corpus valid: 1053455 caracteres
Longitud corpus test: 1186126 caracteres
Número total de tokens: 2524860
Número total de tokens: 266679
Preparando DataLoader
Se invoca el modelo
TRAIN
Iteracciones: 39449
  [Batch 7200] Loss: 5.3415
  [Batch 7300] Loss: 5.2764
  [Batch 7400] Loss: 5.2932
  [Batch 7500] Loss: 5.3109
  [Batch 7600] Loss: 5.3002
  [Batch 7700] Loss: 5.3093
  [Batch 7800] Loss: 5.1938
  [Batch 7900] Loss: 5.3082
  [Batch 8000] Loss: 5.3226
  [Batch 8100] Loss: 5.3160
  [Batch 8200] Loss: 5.3871
  [Batch 8300] Loss: 5.2894
  [Batch 8400] Loss: 5.4016
  [Batch 8500] Loss: 5.3392
  [Batch 8600] Loss: 5.3301
  [Batch 8700] Loss: 5.3328
  [Batch 8800] Loss: 5.3046
  [Batch 8900] Loss: 5.2971
  [Batch 9000] Loss: 5.2987
  [Batch 9100] Loss: 5.3421
  [Batch 9200] Loss: 5.3873
  [Batch 9300] Loss: 5.3951
  [Batch 9400] Loss: 5.3195
  [Batch 9500] Loss: 5.3530
  [Batch 9600] Loss: 5.2580
  [Batch 9700] Loss: 5.3827
  [Batch 9800] Loss: 5.3432
  [Batch 9900] Loss: 5.3352
  [Batch 10000] Loss: 5.2847
  [Batch 10100] Loss: 5.3557
  [Batch 10200] Loss: 5.3690
  [Batch 10300] Loss: 5.3639
  [Batch 10400] Loss: 5.3650
  [Batch 10500] Loss: 5.3427
  [Batch 10600] Loss: 5.3748
  [Batch 10700] Loss: 5.2780
  [Batch 10800] Loss: 5.3683
  [Batch 10900] Loss: 5.3127
  [Batch 11000] Loss: 5.2516
  [Batch 11100] Loss: 5.2733
  [Batch 11200] Loss: 5.3593
  [Batch 11300] Loss: 5.3763
  [Batch 11400] Loss: 5.2466
  [Batch 11500] Loss: 5.3332
  [Batch 11600] Loss: 5.2952
  [Batch 11700] Loss: 5.3002
  [Batch 11800] Loss: 5.2860
  [Batch 11900] Loss: 5.2687
  [Batch 12000] Loss: 5.3545
  [Batch 12100] Loss: 5.2812
  [Batch 12200] Loss: 5.3383
  [Batch 12300] Loss: 5.3311
  [Batch 12400] Loss: 5.3117
  [Batch 12500] Loss: 5.3323
  [Batch 12600] Loss: 5.2742
  [Batch 12700] Loss: 5.3133
  [Batch 12800] Loss: 5.2390
  [Batch 12900] Loss: 5.2849
  [Batch 13000] Loss: 5.3137
  [Batch 13100] Loss: 5.3973
  [Batch 13200] Loss: 5.3382
  [Batch 13300] Loss: 5.3030
  [Batch 13400] Loss: 5.2716
  [Batch 13500] Loss: 5.3058
  [Batch 13600] Loss: 5.3192
  [Batch 13700] Loss: 5.2640
  [Batch 13800] Loss: 5.3048
  [Batch 13900] Loss: 5.3348
  [Batch 14000] Loss: 5.2812
  [Batch 14100] Loss: 5.3127
  [Batch 14200] Loss: 5.3346
  [Batch 14300] Loss: 5.3023
  [Batch 14400] Loss: 5.3108
  [Batch 14500] Loss: 5.3353
  [Batch 14600] Loss: 5.2861
  [Batch 14700] Loss: 5.3295
  [Batch 14800] Loss: 5.3224
  [Batch 14900] Loss: 5.3181
  [Batch 15000] Loss: 5.3203
  [Batch 15100] Loss: 5.3315
  [Batch 15200] Loss: 5.3044
  [Batch 15300] Loss: 5.2941
  [Batch 15400] Loss: 5.2752
  [Batch 15500] Loss: 5.2889
  [Batch 15600] Loss: 5.2767
  [Batch 15700] Loss: 5.2824
  [Batch 15800] Loss: 5.2019
  [Batch 15900] Loss: 5.2823
  [Batch 16000] Loss: 5.3108
  [Batch 16100] Loss: 5.2728
  [Batch 16200] Loss: 5.3046
  [Batch 16300] Loss: 5.3186
  [Batch 16400] Loss: 5.2627
  [Batch 16500] Loss: 5.2911
  [Batch 16600] Loss: 5.3784
  [Batch 16700] Loss: 5.3496
  [Batch 16800] Loss: 5.2791
  [Batch 16900] Loss: 5.3205
  [Batch 17000] Loss: 5.3180
  [Batch 17100] Loss: 5.3364
  [Batch 17200] Loss: 5.3317
  [Batch 17300] Loss: 5.2873
  [Batch 17400] Loss: 5.2762
  [Batch 17500] Loss: 5.3406
  [Batch 17600] Loss: 5.3390
  [Batch 17700] Loss: 5.4056
  [Batch 17800] Loss: 5.2904
  [Batch 17900] Loss: 5.2575
  [Batch 18000] Loss: 5.3133
  [Batch 18100] Loss: 5.3062
  [Batch 18200] Loss: 5.2831
  [Batch 18300] Loss: 5.3167
  [Batch 18400] Loss: 5.2617
  [Batch 18500] Loss: 5.3332
  [Batch 18600] Loss: 5.3347
  [Batch 18700] Loss: 5.3269
  [Batch 18800] Loss: 5.3123
  [Batch 18900] Loss: 5.3262
  [Batch 19000] Loss: 5.3319
  [Batch 19100] Loss: 5.2555
  [Batch 19200] Loss: 5.3433
  [Batch 19300] Loss: 5.2698
  [Batch 19400] Loss: 5.3362
  [Batch 19500] Loss: 5.3235
  [Batch 19600] Loss: 5.3470
  [Batch 19700] Loss: 5.2597
  [Batch 19800] Loss: 5.2464
  [Batch 19900] Loss: 5.3268
  [Batch 20000] Loss: 5.3188
  [Batch 20100] Loss: 5.3259
  [Batch 20200] Loss: 5.3195
  [Batch 20300] Loss: 5.3151
  [Batch 20400] Loss: 5.2643
  [Batch 20500] Loss: 5.2867
  [Batch 20600] Loss: 5.2615
  [Batch 20700] Loss: 5.2928
  [Batch 20800] Loss: 5.3202
  [Batch 20900] Loss: 5.3118
  [Batch 21000] Loss: 5.3212
  [Batch 21100] Loss: 5.2489
  [Batch 21200] Loss: 5.3154
  [Batch 21300] Loss: 5.3320
  [Batch 21400] Loss: 5.3164
  [Batch 21500] Loss: 5.2441
  [Batch 21600] Loss: 5.2832
  [Batch 21700] Loss: 5.3113
  [Batch 21800] Loss: 5.2793
  [Batch 21900] Loss: 5.3415
  [Batch 22000] Loss: 5.3402
  [Batch 22100] Loss: 5.3439
  [Batch 22200] Loss: 5.2658
  [Batch 22300] Loss: 5.2954
  [Batch 22400] Loss: 5.2743
  [Batch 22500] Loss: 5.3818
  [Batch 22600] Loss: 5.2888
  [Batch 22700] Loss: 5.2922
  [Batch 22800] Loss: 5.3054
  [Batch 22900] Loss: 5.2581
  [Batch 23000] Loss: 5.2631
  [Batch 23100] Loss: 5.2902
  [Batch 23200] Loss: 5.3031
  [Batch 23300] Loss: 5.2404
  [Batch 23400] Loss: 5.2288
  [Batch 23500] Loss: 5.2829
  [Batch 23600] Loss: 5.2953
  [Batch 23700] Loss: 5.2327
  [Batch 23800] Loss: 5.4022
  [Batch 23900] Loss: 5.2813
  [Batch 24000] Loss: 5.3314
  [Batch 24100] Loss: 5.3330
  [Batch 24200] Loss: 5.2797
  [Batch 24300] Loss: 5.3397
  [Batch 24400] Loss: 5.3270
  [Batch 24500] Loss: 5.3077
  [Batch 24600] Loss: 5.2830
  [Batch 24700] Loss: 5.3401
  [Batch 24800] Loss: 5.2899
  [Batch 24900] Loss: 5.3382
  [Batch 25000] Loss: 5.2871
  [Batch 25100] Loss: 5.3047
  [Batch 25200] Loss: 5.2478
  [Batch 25300] Loss: 5.3823
  [Batch 25400] Loss: 5.3158
  [Batch 25500] Loss: 5.2888
  [Batch 25600] Loss: 5.3118
  [Batch 25700] Loss: 5.2451
  [Batch 25800] Loss: 5.2665
  [Batch 25900] Loss: 5.2630
  [Batch 26000] Loss: 5.2890
  [Batch 26100] Loss: 5.2891
  [Batch 26200] Loss: 5.2713
  [Batch 26300] Loss: 5.2894
  [Batch 26400] Loss: 5.3047
  [Batch 26500] Loss: 5.3359
  [Batch 26600] Loss: 5.3063
  [Batch 26700] Loss: 5.2869
  [Batch 26800] Loss: 5.2659
  [Batch 26900] Loss: 5.2801
  [Batch 27000] Loss: 5.3418
  [Batch 27100] Loss: 5.3193
  [Batch 27200] Loss: 5.3860
  [Batch 27300] Loss: 5.2836
  [Batch 27400] Loss: 5.2800
  [Batch 27500] Loss: 5.2977
  [Batch 27600] Loss: 5.3673
  [Batch 27700] Loss: 5.2636
  [Batch 27800] Loss: 5.3155
  [Batch 27900] Loss: 5.2617
  [Batch 28000] Loss: 5.3160
  [Batch 28100] Loss: 5.2726
  [Batch 28200] Loss: 5.2871
  [Batch 28300] Loss: 5.3083
  [Batch 28400] Loss: 5.2878
  [Batch 28500] Loss: 5.2285
  [Batch 28600] Loss: 5.2878
  [Batch 28700] Loss: 5.3404
  [Batch 28800] Loss: 5.2402
  [Batch 28900] Loss: 5.2500
  [Batch 29000] Loss: 5.2645
  [Batch 29100] Loss: 5.2907
  [Batch 29200] Loss: 5.2929
  [Batch 29300] Loss: 5.3360
  [Batch 29400] Loss: 5.2466
  [Batch 29500] Loss: 5.2816
  [Batch 29600] Loss: 5.3127
  [Batch 29700] Loss: 5.3667
  [Batch 29800] Loss: 5.3002
  [Batch 29900] Loss: 5.2426
  [Batch 30000] Loss: 5.2399
  [Batch 30100] Loss: 5.2853
  [Batch 30200] Loss: 5.3107
  [Batch 30300] Loss: 5.2901
  [Batch 30400] Loss: 5.2760
  [Batch 30500] Loss: 5.3123
  [Batch 30600] Loss: 5.3027
  [Batch 30700] Loss: 5.3319
  [Batch 30800] Loss: 5.2448
  [Batch 30900] Loss: 5.2637
  [Batch 31000] Loss: 5.2630
  [Batch 31100] Loss: 5.3126
  [Batch 31200] Loss: 5.2766
  [Batch 31300] Loss: 5.3628
  [Batch 31400] Loss: 5.3019
  [Batch 31500] Loss: 5.2736
  [Batch 31600] Loss: 5.2839
  [Batch 31700] Loss: 5.3038
  [Batch 31800] Loss: 5.2329
  [Batch 31900] Loss: 5.2411
  [Batch 32000] Loss: 5.2760
  [Batch 32100] Loss: 5.2700
  [Batch 32200] Loss: 5.2731
  [Batch 32300] Loss: 5.3703
  [Batch 32400] Loss: 5.2970
  [Batch 32500] Loss: 5.3586
  [Batch 32600] Loss: 5.2238
  [Batch 32700] Loss: 5.2313
  [Batch 32800] Loss: 5.2857
  [Batch 32900] Loss: 5.2637
  [Batch 33000] Loss: 5.3050
  [Batch 33100] Loss: 5.3185
  [Batch 33200] Loss: 5.3328
  [Batch 33300] Loss: 5.1981
  [Batch 33400] Loss: 5.3231
  [Batch 33500] Loss: 5.2778
  [Batch 33600] Loss: 5.2764
  [Batch 33700] Loss: 5.2594
  [Batch 33800] Loss: 5.2328
  [Batch 33900] Loss: 5.2891
  [Batch 34000] Loss: 5.2156
  [Batch 34100] Loss: 5.2449
  [Batch 34200] Loss: 5.2955
  [Batch 34300] Loss: 5.2403
  [Batch 34400] Loss: 5.3233
  [Batch 34500] Loss: 5.2307
  [Batch 34600] Loss: 5.2488
  [Batch 34700] Loss: 5.2333
  [Batch 34800] Loss: 5.2250
  [Batch 34900] Loss: 5.3067
  [Batch 35000] Loss: 5.3183
  [Batch 35100] Loss: 5.2218
  [Batch 35200] Loss: 5.3229
  [Batch 35300] Loss: 5.2549
  [Batch 35400] Loss: 5.2921
  [Batch 35500] Loss: 5.2674
  [Batch 35600] Loss: 5.2690
  [Batch 35700] Loss: 5.2954
  [Batch 35800] Loss: 5.2340
  [Batch 35900] Loss: 5.2594
  [Batch 36000] Loss: 5.2768
  [Batch 36100] Loss: 5.2507
  [Batch 36200] Loss: 5.2488
  [Batch 36300] Loss: 5.3075
  [Batch 36400] Loss: 5.2507
  [Batch 36500] Loss: 5.2427
  [Batch 36600] Loss: 5.3066
  [Batch 36700] Loss: 5.2414
  [Batch 36800] Loss: 5.2783
  [Batch 36900] Loss: 5.2768
  [Batch 37000] Loss: 5.2091
  [Batch 37100] Loss: 5.3039
  [Batch 37200] Loss: 5.2303
  [Batch 37300] Loss: 5.3239
  [Batch 37400] Loss: 5.3371
  [Batch 37500] Loss: 5.3083
  [Batch 37600] Loss: 5.2654
  [Batch 37700] Loss: 5.3140
  [Batch 37800] Loss: 5.2221
  [Batch 37900] Loss: 5.2863
  [Batch 38000] Loss: 5.2326
  [Batch 38100] Loss: 5.2828
  [Batch 38200] Loss: 5.3668
  [Batch 38300] Loss: 5.2722
  [Batch 38400] Loss: 5.3158
  [Batch 38500] Loss: 5.2610
  [Batch 38600] Loss: 5.3129
  [Batch 38700] Loss: 5.3161
  [Batch 38800] Loss: 5.2318
  [Batch 38900] Loss: 5.2369
  [Batch 39000] Loss: 5.2605
  [Batch 39100] Loss: 5.2488
  [Batch 39200] Loss: 5.2201
  [Batch 39300] Loss: 5.2627
  [Batch 39400] Loss: 5.1614
[Epoch 17] Train Loss: 5.3044 | Train PPL: 201.21 | Val PPL: 258.07
Iteracciones: 39449
  [Batch 100] Loss: 5.2618
  [Batch 200] Loss: 5.2862
  [Batch 300] Loss: 5.2792
  [Batch 400] Loss: 5.2822
  [Batch 500] Loss: 5.2801
  [Batch 600] Loss: 5.2869
  [Batch 700] Loss: 5.2901
  [Batch 800] Loss: 5.3314
  [Batch 900] Loss: 5.3066
  [Batch 1000] Loss: 5.2813
  [Batch 1100] Loss: 5.3104
  [Batch 1200] Loss: 5.2823
  [Batch 1300] Loss: 5.2644
  [Batch 1400] Loss: 5.2416
  [Batch 1500] Loss: 5.2403
  [Batch 1600] Loss: 5.2871
  [Batch 1700] Loss: 5.2677
  [Batch 1800] Loss: 5.2154
  [Batch 1900] Loss: 5.1735
  [Batch 2000] Loss: 5.2646
  [Batch 2100] Loss: 5.2980
  [Batch 2200] Loss: 5.2321
  [Batch 2300] Loss: 5.2632
  [Batch 2400] Loss: 5.2491
  [Batch 2500] Loss: 5.3351
  [Batch 2600] Loss: 5.2188
  [Batch 2700] Loss: 5.2861
  [Batch 2800] Loss: 5.2478
  [Batch 2900] Loss: 5.2610
  [Batch 3000] Loss: 5.2934
  [Batch 3100] Loss: 5.2706
  [Batch 3200] Loss: 5.3201
  [Batch 3300] Loss: 5.2305
  [Batch 3400] Loss: 5.2555
  [Batch 3500] Loss: 5.2124
  [Batch 3600] Loss: 5.2695
  [Batch 3700] Loss: 5.2758
  [Batch 3800] Loss: 5.2729
  [Batch 3900] Loss: 5.2755
  [Batch 4000] Loss: 5.2845
  [Batch 4100] Loss: 5.2586
  [Batch 4200] Loss: 5.3240
  [Batch 4300] Loss: 5.2612
  [Batch 4400] Loss: 5.2639
  [Batch 4500] Loss: 5.2145
  [Batch 4600] Loss: 5.2738
  [Batch 4700] Loss: 5.3118
  [Batch 4800] Loss: 5.3684
  [Batch 4900] Loss: 5.2503
  [Batch 5000] Loss: 5.2746
  [Batch 5100] Loss: 5.2532
  [Batch 5200] Loss: 5.2707
  [Batch 5300] Loss: 5.2594
  [Batch 5400] Loss: 5.2902
  [Batch 5500] Loss: 5.2717
  [Batch 5600] Loss: 5.2513
  [Batch 5700] Loss: 5.2155
  [Batch 5800] Loss: 5.2517
  [Batch 5900] Loss: 5.2852
  [Batch 6000] Loss: 5.2863
  [Batch 6100] Loss: 5.3105
  [Batch 6200] Loss: 5.2642
  [Batch 6300] Loss: 5.2173
  [Batch 6400] Loss: 5.2976
  [Batch 6500] Loss: 5.2235
  [Batch 6600] Loss: 5.2212
  [Batch 6700] Loss: 5.2503
  [Batch 6800] Loss: 5.2469
  [Batch 6900] Loss: 5.3073
  [Batch 7000] Loss: 5.2308
  [Batch 7100] Loss: 5.2741
  [Batch 7200] Loss: 5.2266
  [Batch 7300] Loss: 5.3452
  [Batch 7400] Loss: 5.1972
  [Batch 7500] Loss: 5.2613
  [Batch 7600] Loss: 5.2699
  [Batch 7700] Loss: 5.2849
  [Batch 7800] Loss: 5.1963
  [Batch 7900] Loss: 5.3119
  [Batch 8000] Loss: 5.2097
  [Batch 8100] Loss: 5.2270
  [Batch 8200] Loss: 5.2802
  [Batch 8300] Loss: 5.2560
  [Batch 8400] Loss: 5.2191
  [Batch 8500] Loss: 5.2735
  [Batch 8600] Loss: 5.2680
  [Batch 8700] Loss: 5.2342
  [Batch 8800] Loss: 5.2686
  [Batch 8900] Loss: 5.2547
  [Batch 9000] Loss: 5.2330
  [Batch 9100] Loss: 5.3071
  [Batch 9200] Loss: 5.2688
  [Batch 9300] Loss: 5.2238
  [Batch 9400] Loss: 5.2971
  [Batch 9500] Loss: 5.3318
  [Batch 9600] Loss: 5.2299
  [Batch 9700] Loss: 5.2900
  [Batch 9800] Loss: 5.3289
  [Batch 9900] Loss: 5.2506
  [Batch 10000] Loss: 5.2381
  [Batch 10100] Loss: 5.2791
  [Batch 10200] Loss: 5.3042
  [Batch 10300] Loss: 5.2357
  [Batch 10400] Loss: 5.2453
  [Batch 10500] Loss: 5.2187
  [Batch 10600] Loss: 5.2944
  [Batch 10700] Loss: 5.3058
  [Batch 10800] Loss: 5.2860
  [Batch 10900] Loss: 5.2772
  [Batch 11000] Loss: 5.2377
  [Batch 11100] Loss: 5.2575
  [Batch 11200] Loss: 5.2386
  [Batch 11300] Loss: 5.2472
  [Batch 11400] Loss: 5.2328
  [Batch 11500] Loss: 5.2848
  [Batch 11600] Loss: 5.3182
  [Batch 11700] Loss: 5.3105
  [Batch 11800] Loss: 5.2723
  [Batch 11900] Loss: 5.2882
  [Batch 12000] Loss: 5.3109
  [Batch 12100] Loss: 5.3315
  [Batch 12200] Loss: 5.1759
  [Batch 12300] Loss: 5.2296
  [Batch 12400] Loss: 5.3114
  [Batch 12500] Loss: 5.2787
  [Batch 12600] Loss: 5.2033
  [Batch 12700] Loss: 5.2396
  [Batch 12800] Loss: 5.2200
  [Batch 12900] Loss: 5.2561
  [Batch 13000] Loss: 5.1713
  [Batch 13100] Loss: 5.2417
  [Batch 13200] Loss: 5.2765
  [Batch 13300] Loss: 5.2476
  [Batch 13400] Loss: 5.2904
  [Batch 13500] Loss: 5.2376
  [Batch 13600] Loss: 5.2255
  [Batch 13700] Loss: 5.2006
  [Batch 13800] Loss: 5.2167
  [Batch 13900] Loss: 5.2048
  [Batch 14000] Loss: 5.2596
  [Batch 14100] Loss: 5.3721
  [Batch 14200] Loss: 5.2396
  [Batch 14300] Loss: 5.2054
  [Batch 14400] Loss: 5.2810
  [Batch 14500] Loss: 5.2517
  [Batch 14600] Loss: 5.2424
  [Batch 14700] Loss: 5.2492
  [Batch 14800] Loss: 5.2336
  [Batch 14900] Loss: 5.2697
  [Batch 15000] Loss: 5.2736
  [Batch 15100] Loss: 5.2559
  [Batch 15200] Loss: 5.2697
  [Batch 15300] Loss: 5.2646
  [Batch 15400] Loss: 5.2850
  [Batch 15500] Loss: 5.2490
  [Batch 15600] Loss: 5.2405
  [Batch 15700] Loss: 5.2322
  [Batch 15800] Loss: 5.3278
  [Batch 15900] Loss: 5.2714
  [Batch 16000] Loss: 5.1995
  [Batch 16100] Loss: 5.2803
  [Batch 16200] Loss: 5.2455
  [Batch 16300] Loss: 5.2133
  [Batch 16400] Loss: 5.2749
  [Batch 16500] Loss: 5.2602
  [Batch 16600] Loss: 5.2836
  [Batch 16700] Loss: 5.2201
  [Batch 16800] Loss: 5.2786
  [Batch 16900] Loss: 5.2045
  [Batch 17000] Loss: 5.2075
  [Batch 17100] Loss: 5.1984
  [Batch 17200] Loss: 5.2158
  [Batch 17300] Loss: 5.1983
  [Batch 17400] Loss: 5.2343
  [Batch 17500] Loss: 5.2306
  [Batch 17600] Loss: 5.2780
  [Batch 17700] Loss: 5.2167
  [Batch 17800] Loss: 5.2141
  [Batch 17900] Loss: 5.2249
  [Batch 18000] Loss: 5.1912
  [Batch 18100] Loss: 5.2242
  [Batch 18200] Loss: 5.2443
  [Batch 18300] Loss: 5.2078
  [Batch 18400] Loss: 5.1644
  [Batch 18500] Loss: 5.2135
  [Batch 18600] Loss: 5.2450
  [Batch 18700] Loss: 5.2553
  [Batch 18800] Loss: 5.1914
  [Batch 18900] Loss: 5.1923
  [Batch 19000] Loss: 5.2472
  [Batch 19100] Loss: 5.2808
  [Batch 19200] Loss: 5.2952
  [Batch 19300] Loss: 5.2580
  [Batch 19400] Loss: 5.2562
  [Batch 19500] Loss: 5.2431
  [Batch 19600] Loss: 5.2926
  [Batch 19700] Loss: 5.2216
  [Batch 19800] Loss: 5.2384
  [Batch 19900] Loss: 5.2859
  [Batch 20000] Loss: 5.2264
  [Batch 20100] Loss: 5.1770
  [Batch 20200] Loss: 5.2434
  [Batch 20300] Loss: 5.2267
  [Batch 20400] Loss: 5.2571
  [Batch 20500] Loss: 5.3086
  [Batch 20600] Loss: 5.2777
  [Batch 20700] Loss: 5.2922
  [Batch 20800] Loss: 5.2186
  [Batch 20900] Loss: 5.2426
  [Batch 21000] Loss: 5.3004
  [Batch 21100] Loss: 5.2420
  [Batch 21200] Loss: 5.2266
  [Batch 21300] Loss: 5.2095
  [Batch 21400] Loss: 5.2385
  [Batch 21500] Loss: 5.2076
  [Batch 21600] Loss: 5.2016
  [Batch 21700] Loss: 5.2360
  [Batch 21800] Loss: 5.2328
  [Batch 21900] Loss: 5.2063
  [Batch 22000] Loss: 5.2724
  [Batch 22100] Loss: 5.2733
  [Batch 22200] Loss: 5.2300
  [Batch 22300] Loss: 5.2002
  [Batch 22400] Loss: 5.3058
  [Batch 22500] Loss: 5.2584
  [Batch 22600] Loss: 5.2700
  [Batch 22700] Loss: 5.2685
  [Batch 22800] Loss: 5.2157
  [Batch 22900] Loss: 5.2564
  [Batch 23000] Loss: 5.2717
  [Batch 23100] Loss: 5.2118
  [Batch 23200] Loss: 5.1939
  [Batch 23300] Loss: 5.2294
  [Batch 23400] Loss: 5.2368
  [Batch 23500] Loss: 5.2222
  [Batch 23600] Loss: 5.2046
  [Batch 23700] Loss: 5.2685
  [Batch 23800] Loss: 5.2290
  [Batch 23900] Loss: 5.1927
  [Batch 24000] Loss: 5.1943
  [Batch 24100] Loss: 5.2965
  [Batch 24200] Loss: 5.2313
  [Batch 24300] Loss: 5.2509
  [Batch 24400] Loss: 5.2141
  [Batch 24500] Loss: 5.2267
  [Batch 24600] Loss: 5.2366
  [Batch 24700] Loss: 5.1766
  [Batch 24800] Loss: 5.2168
  [Batch 24900] Loss: 5.1957
  [Batch 25000] Loss: 5.1763
  [Batch 25100] Loss: 5.2146
  [Batch 25200] Loss: 5.2287
  [Batch 25300] Loss: 5.2663
  [Batch 25400] Loss: 5.2560
  [Batch 25500] Loss: 5.1656
  [Batch 25600] Loss: 5.2823
  [Batch 25700] Loss: 5.2561
  [Batch 25800] Loss: 5.2399
  [Batch 25900] Loss: 5.2577
  [Batch 26000] Loss: 5.1383
  [Batch 26100] Loss: 5.2411
  [Batch 26200] Loss: 5.2313
  [Batch 26300] Loss: 5.2155
  [Batch 26400] Loss: 5.2035
  [Batch 26500] Loss: 5.1686
  [Batch 26600] Loss: 5.1676
  [Batch 26700] Loss: 5.2370
  [Batch 26800] Loss: 5.2206
  [Batch 26900] Loss: 5.2232
  [Batch 27000] Loss: 5.2370
  [Batch 27100] Loss: 5.2667
  [Batch 27200] Loss: 5.1658
  [Batch 27300] Loss: 5.2527
  [Batch 27400] Loss: 5.2876
  [Batch 27500] Loss: 5.2168
  [Batch 27600] Loss: 5.2215
  [Batch 27700] Loss: 5.1621
  [Batch 27800] Loss: 5.2709
  [Batch 27900] Loss: 5.2365
  [Batch 28000] Loss: 5.2338
  [Batch 28100] Loss: 5.2341
  [Batch 28200] Loss: 5.2278
  [Batch 28300] Loss: 5.2598
  [Batch 28400] Loss: 5.2698
  [Batch 28500] Loss: 5.2035
  [Batch 28600] Loss: 5.2116
  [Batch 28700] Loss: 5.1809
  [Batch 28800] Loss: 5.3143
  [Batch 28900] Loss: 5.1575
  [Batch 29000] Loss: 5.2502
  [Batch 29100] Loss: 5.2046
  [Batch 29200] Loss: 5.2053
  [Batch 29300] Loss: 5.2080
  [Batch 29400] Loss: 5.2157
  [Batch 29500] Loss: 5.2023
  [Batch 29600] Loss: 5.2263
  [Batch 29700] Loss: 5.2293
  [Batch 29800] Loss: 5.2397
  [Batch 29900] Loss: 5.1709
  [Batch 30000] Loss: 5.2387
  [Batch 30100] Loss: 5.2033
  [Batch 30200] Loss: 5.2383
  [Batch 30300] Loss: 5.1787
  [Batch 30400] Loss: 5.2425
  [Batch 30500] Loss: 5.2298
  [Batch 30600] Loss: 5.2022
  [Batch 30700] Loss: 5.2256
  [Batch 30800] Loss: 5.2161
  [Batch 30900] Loss: 5.2076
  [Batch 31000] Loss: 5.2483
  [Batch 31100] Loss: 5.2255
  [Batch 31200] Loss: 5.2609
  [Batch 31300] Loss: 5.2250
  [Batch 31400] Loss: 5.1746
  [Batch 31500] Loss: 5.2385
  [Batch 31600] Loss: 5.1658
  [Batch 31700] Loss: 5.1823
  [Batch 31800] Loss: 5.2002
  [Batch 31900] Loss: 5.1295
  [Batch 32000] Loss: 5.2444
  [Batch 32100] Loss: 5.1406
  [Batch 32200] Loss: 5.1920
  [Batch 32300] Loss: 5.1823
  [Batch 32400] Loss: 5.2404
  [Batch 32500] Loss: 5.2237
  [Batch 32600] Loss: 5.2968
  [Batch 32700] Loss: 5.2018
  [Batch 32800] Loss: 5.1791
  [Batch 32900] Loss: 5.1653
  [Batch 33000] Loss: 5.2331
  [Batch 33100] Loss: 5.3150
  [Batch 33200] Loss: 5.1461
  [Batch 33300] Loss: 5.2154
  [Batch 33400] Loss: 5.2660
  [Batch 33500] Loss: 5.2282
  [Batch 33600] Loss: 5.1772
  [Batch 33700] Loss: 5.1687
  [Batch 33800] Loss: 5.2424
  [Batch 33900] Loss: 5.2669
  [Batch 34000] Loss: 5.2103
  [Batch 34100] Loss: 5.1943
  [Batch 34200] Loss: 5.2979
  [Batch 34300] Loss: 5.1935
  [Batch 34400] Loss: 5.1904
  [Batch 34500] Loss: 5.1943
  [Batch 34600] Loss: 5.2192
  [Batch 34700] Loss: 5.1706
  [Batch 34800] Loss: 5.2542
  [Batch 34900] Loss: 5.1846
  [Batch 35000] Loss: 5.1986
  [Batch 35100] Loss: 5.2101
  [Batch 35200] Loss: 5.2455
  [Batch 35300] Loss: 5.2056
  [Batch 35400] Loss: 5.1474
  [Batch 35500] Loss: 5.1756
  [Batch 35600] Loss: 5.2253
  [Batch 35700] Loss: 5.2816
  [Batch 35800] Loss: 5.1513
  [Batch 35900] Loss: 5.2462
  [Batch 36000] Loss: 5.2047
  [Batch 36100] Loss: 5.2456
  [Batch 36200] Loss: 5.1958
  [Batch 36300] Loss: 5.1935
  [Batch 36400] Loss: 5.1887
  [Batch 36500] Loss: 5.2370
  [Batch 36600] Loss: 5.2329
  [Batch 36700] Loss: 5.1747
  [Batch 36800] Loss: 5.2874
  [Batch 36900] Loss: 5.2135
  [Batch 37000] Loss: 5.1966
  [Batch 37100] Loss: 5.1554
  [Batch 37200] Loss: 5.1499
  [Batch 37300] Loss: 5.2325
  [Batch 37400] Loss: 5.1599
  [Batch 37500] Loss: 5.1807
  [Batch 37600] Loss: 5.1823
  [Batch 37700] Loss: 5.1778
  [Batch 37800] Loss: 5.2320
  [Batch 37900] Loss: 5.2119
  [Batch 38000] Loss: 5.2585
  [Batch 38100] Loss: 5.1755
  [Batch 38200] Loss: 5.1644
  [Batch 38300] Loss: 5.1236
  [Batch 38400] Loss: 5.2118
  [Batch 38500] Loss: 5.1868
  [Batch 38600] Loss: 5.2402
  [Batch 38700] Loss: 5.1809
  [Batch 38800] Loss: 5.2185
  [Batch 38900] Loss: 5.2787
  [Batch 39000] Loss: 5.2200
  [Batch 39100] Loss: 5.2265
  [Batch 39200] Loss: 5.2722
  [Batch 39300] Loss: 5.2298
  [Batch 39400] Loss: 5.2480
[Epoch 18] Train Loss: 5.2410 | Train PPL: 188.86 | Val PPL: 249.32
Iteracciones: 39449
  [Batch 100] Loss: 5.1690
  [Batch 200] Loss: 5.2477
  [Batch 300] Loss: 5.2130
  [Batch 400] Loss: 5.2375
  [Batch 500] Loss: 5.2159
  [Batch 600] Loss: 5.2078
